Id,Prediction
r3082_c545,3
r4263_c147,4
r4397_c663,4
r4762_c478,4
r6463_c736,2
r5924_c616,5
r5473_c662,4
r3126_c989,5
r4138_c621,5
r4214_c433,5
r2023_c876,5
r7456_c640,5
r9621_c181,4
r6369_c421,5
r1899_c181,3
r5730_c303,3
r2355_c635,5
r6354_c550,4
r2784_c681,4
r555_c594,5
r6880_c662,5
r1846_c565,3
r1384_c84,3
r8766_c754,4
r2331_c109,2
r4325_c214,3
r7666_c205,5
r8943_c698,4
r508_c311,5
r2526_c779,5
r9137_c310,5
r9482_c173,1
r4914_c915,5
r2056_c981,4
r5245_c366,3
r1817_c609,4
r2569_c596,5
r5317_c403,1
r6693_c549,5
r2442_c791,5
r1652_c21,3
r9970_c574,4
r9600_c358,4
r7393_c558,2
r507_c18,1
r9694_c117,5
r4884_c426,5
r2530_c228,4
r7429_c38,1
r1359_c188,5
r126_c788,2
r2996_c950,3
r4068_c954,2
r7875_c417,5
r282_c138,5
r6402_c12,5
r5491_c725,2
r3831_c642,5
r4854_c866,1
r4972_c547,4
r7529_c214,4
r4818_c405,2
r6586_c617,5
r393_c599,5
r9843_c985,2
r9411_c84,5
r9276_c40,5
r8578_c107,3
r3933_c192,5
r1213_c307,3
r9498_c331,1
r2244_c986,1
r3278_c576,3
r3424_c577,2
r3202_c925,5
r9972_c86,5
r5989_c186,1
r5458_c445,1
r670_c802,4
r5415_c81,3
r6095_c273,4
r6644_c169,4
r8073_c20,3
r9116_c553,4
r3909_c591,5
r2969_c261,3
r768_c950,1
r4258_c778,3
r1127_c455,3
r9204_c779,3
r1884_c182,1
r9335_c605,5
r1347_c79,2
r9868_c318,3
r1754_c156,5
r9753_c672,4
r1844_c29,5
r2825_c745,1
r6469_c741,3
r4770_c613,3
r2751_c772,5
r5691_c936,3
r2288_c134,5
r1842_c250,4
r6898_c741,4
r315_c312,4
r642_c867,5
r9394_c770,3
r9719_c353,5
r3100_c769,5
r7166_c668,5
r8352_c913,3
r7007_c716,5
r5881_c42,3
r4426_c71,3
r8666_c181,5
r2967_c421,5
r1884_c556,2
r3765_c525,5
r5176_c832,2
r9943_c598,4
r3838_c197,3
r3518_c581,4
r5559_c894,2
r5544_c623,3
r4856_c785,5
r7031_c354,4
r156_c720,3
r9105_c80,5
r6994_c608,5
r7733_c494,4
r5831_c206,4
r6364_c131,5
r5721_c621,3
r7303_c612,2
r7667_c236,4
r5942_c950,3
r2695_c184,5
r60_c682,5
r9313_c835,3
r274_c463,3
r450_c608,3
r6702_c318,4
r5681_c433,5
r1061_c452,4
r9799_c534,5
r5969_c474,3
r6387_c578,4
r673_c349,3
r8240_c427,1
r312_c347,3
r7989_c420,5
r9955_c295,4
r2311_c541,3
r8231_c940,3
r7467_c159,3
r8029_c400,2
r869_c478,5
r6684_c571,2
r2951_c148,5
r9924_c499,5
r4859_c447,5
r883_c304,1
r3698_c633,5
r13_c445,5
r6018_c152,4
r6471_c298,3
r7231_c509,5
r5314_c156,4
r5380_c59,5
r1144_c668,5
r6328_c951,4
r4102_c307,4
r8083_c746,5
r1443_c408,4
r2536_c350,5
r6018_c317,5
r8201_c723,3
r97_c466,3
r1984_c604,4
r1097_c134,5
r2032_c445,5
r1983_c668,3
r3585_c434,5
r8532_c388,2
r6942_c569,4
r1150_c638,2
r9070_c877,5
r5405_c737,5
r4178_c307,4
r5593_c370,4
r5677_c718,4
r9046_c486,3
r607_c196,5
r660_c883,3
r7655_c479,5
r9819_c632,3
r1831_c598,5
r7726_c417,4
r4390_c745,4
r9912_c825,2
r9050_c747,4
r5128_c228,4
r6853_c718,2
r1235_c598,5
r1526_c738,4
r2019_c207,3
r7975_c612,2
r4720_c669,3
r6216_c274,5
r8400_c477,3
r6312_c523,5
r969_c417,2
r9568_c284,3
r7870_c455,3
r3995_c271,1
r5631_c12,1
r8535_c181,1
r9375_c138,3
r7788_c807,4
r6204_c596,4
r5348_c21,4
r3382_c662,5
r777_c348,5
r6923_c156,5
r8631_c922,3
r6231_c981,5
r5996_c898,3
r9597_c134,5
r8249_c397,5
r3554_c881,3
r7368_c662,4
r9014_c38,2
r6772_c471,5
r1616_c227,5
r728_c61,5
r8680_c189,2
r5578_c149,2
r673_c304,4
r3080_c651,4
r3086_c877,5
r5202_c207,1
r5933_c143,4
r4242_c107,4
r5832_c818,5
r3793_c896,1
r6879_c90,3
r5795_c862,1
r5444_c596,5
r452_c40,4
r9417_c992,2
r8231_c235,5
r7810_c182,5
r4055_c676,5
r4966_c306,3
r7215_c482,5
r3278_c572,1
r9480_c321,5
r2158_c620,4
r7889_c797,3
r820_c14,2
r9547_c619,5
r5413_c747,4
r6445_c14,5
r2334_c310,3
r4341_c882,5
r2495_c619,5
r3407_c418,3
r1464_c643,4
r6404_c60,5
r364_c791,5
r8289_c163,2
r5442_c97,4
r6311_c660,5
r8767_c677,4
r3522_c644,5
r4648_c609,4
r8678_c794,3
r7023_c604,4
r1941_c369,4
r9211_c770,5
r299_c196,5
r3794_c911,3
r6993_c604,4
r3788_c406,4
r6108_c482,3
r6594_c428,3
r120_c175,1
r5804_c794,5
r7354_c864,2
r8323_c567,4
r7821_c236,4
r7500_c683,5
r4513_c888,2
r9997_c984,3
r7072_c778,3
r1975_c652,2
r9328_c267,4
r7027_c417,5
r5113_c216,4
r6968_c688,4
r9391_c896,5
r1586_c495,5
r3865_c915,5
r8981_c48,5
r5702_c954,1
r6984_c129,3
r158_c288,5
r3099_c660,5
r1840_c420,4
r5445_c321,5
r244_c251,3
r9404_c486,5
r4893_c117,4
r4311_c488,5
r3739_c379,5
r6755_c487,5
r2331_c779,5
r3034_c603,4
r5809_c803,4
r369_c477,2
r5942_c401,5
r7215_c59,4
r4602_c485,4
r112_c93,4
r2457_c472,3
r6071_c112,4
r9850_c163,4
r7285_c613,4
r5071_c487,4
r5542_c683,3
r9689_c352,3
r9475_c89,4
r7137_c46,2
r703_c434,4
r9365_c258,5
r8693_c171,5
r8581_c174,4
r5554_c686,4
r4594_c184,3
r6574_c305,3
r7537_c283,3
r6881_c653,4
r9313_c629,3
r8182_c262,5
r3405_c218,5
r5495_c270,1
r8950_c318,5
r6933_c534,4
r113_c191,5
r3667_c230,4
r155_c46,3
r8182_c419,5
r3724_c369,3
r7458_c230,4
r1119_c191,5
r7226_c216,2
r4455_c672,5
r7475_c792,5
r7994_c350,3
r9246_c451,5
r2452_c577,4
r6547_c836,5
r2119_c178,5
r7693_c663,5
r8667_c915,2
r2275_c266,5
r9587_c70,4
r9313_c693,3
r5597_c79,4
r2674_c298,4
r1330_c757,4
r664_c313,2
r446_c652,5
r4507_c445,5
r7213_c26,5
r1216_c192,2
r8637_c370,3
r8613_c874,1
r5539_c682,4
r8048_c898,5
r2683_c471,4
r812_c434,3
r5305_c344,4
r8652_c942,3
r7054_c567,3
r6435_c206,4
r6608_c935,2
r7695_c457,2
r90_c408,4
r7940_c702,5
r599_c485,4
r1345_c820,2
r5821_c545,3
r120_c239,4
r5954_c156,5
r7574_c251,2
r8177_c643,5
r2390_c778,3
r7032_c264,5
r7428_c93,4
r4474_c680,4
r3786_c487,4
r7067_c749,2
r9903_c549,2
r5451_c251,5
r7036_c963,4
r1544_c42,4
r7712_c472,4
r9417_c779,5
r5370_c225,3
r456_c707,5
r3075_c257,1
r3276_c476,3
r901_c6,4
r7096_c433,3
r2872_c45,5
r1394_c472,4
r4470_c487,5
r3379_c260,3
r1046_c602,5
r9661_c29,3
r9879_c225,1
r6233_c299,3
r7014_c185,3
r7937_c345,2
r1019_c156,5
r7301_c14,5
r1407_c471,3
r6271_c631,5
r2848_c321,5
r3878_c930,4
r6281_c653,3
r9788_c284,3
r6062_c91,3
r8696_c569,2
r9109_c289,3
r7027_c308,5
r8631_c536,2
r2798_c832,5
r7098_c608,5
r8174_c118,5
r9411_c960,1
r5881_c670,4
r4928_c632,4
r9519_c446,4
r4105_c285,5
r2611_c492,2
r5275_c476,3
r5703_c699,4
r3276_c780,2
r8097_c701,3
r8282_c661,5
r4449_c595,5
r9630_c978,4
r2140_c755,5
r7475_c246,3
r6518_c586,4
r1459_c657,5
r4970_c689,5
r1177_c774,3
r3682_c398,5
r5739_c950,5
r3565_c136,3
r3130_c376,3
r1789_c748,3
r9610_c674,4
r342_c421,4
r3037_c802,4
r6254_c161,3
r7682_c291,4
r5194_c160,3
r7813_c554,4
r7547_c822,4
r7332_c244,4
r8850_c601,5
r1921_c26,5
r5613_c514,4
r8571_c978,5
r6662_c440,3
r157_c570,4
r9391_c615,5
r4448_c671,4
r4930_c94,3
r6846_c596,5
r9193_c116,3
r2291_c310,5
r6613_c23,1
r6038_c681,4
r2262_c95,3
r4741_c412,4
r774_c759,4
r9684_c969,5
r3283_c318,5
r9022_c343,4
r3382_c860,5
r7255_c989,4
r5722_c475,2
r7692_c317,5
r3779_c597,4
r6141_c536,5
r4759_c618,5
r5376_c621,5
r1817_c237,5
r2221_c490,3
r5061_c785,3
r1088_c936,3
r7667_c250,3
r9388_c418,3
r7411_c363,5
r3477_c595,5
r1947_c888,1
r3874_c64,5
r4020_c576,2
r5813_c7,4
r4944_c864,4
r1083_c471,5
r948_c577,4
r590_c79,4
r9778_c471,5
r7386_c649,3
r8486_c381,5
r261_c789,3
r513_c84,4
r5740_c28,4
r6886_c412,3
r1371_c754,3
r6270_c89,4
r8440_c150,4
r4543_c636,3
r4145_c72,5
r2847_c68,2
r3225_c103,5
r3164_c925,5
r7579_c224,4
r5141_c203,5
r800_c668,5
r8149_c450,5
r2889_c192,5
r9861_c471,3
r8019_c32,4
r4533_c933,4
r432_c360,4
r6203_c824,4
r8254_c706,4
r6960_c464,5
r6818_c779,5
r4519_c876,5
r9467_c643,5
r7145_c191,4
r279_c668,5
r1421_c406,3
r7811_c50,3
r5986_c310,5
r8557_c259,4
r8845_c314,3
r9142_c706,5
r2625_c444,5
r3172_c95,5
r4281_c538,5
r4490_c219,4
r1080_c214,2
r2731_c810,3
r4703_c575,5
r7709_c536,5
r7381_c619,5
r6098_c306,4
r6950_c546,5
r9574_c656,2
r2965_c304,4
r6028_c216,3
r3836_c495,5
r2574_c36,3
r2781_c809,3
r5436_c772,1
r6901_c155,5
r2692_c445,5
r8105_c416,4
r2275_c399,3
r8890_c561,5
r5496_c810,3
r9291_c969,4
r2302_c59,4
r8125_c213,2
r1974_c246,4
r6117_c288,3
r5016_c46,5
r9405_c774,5
r9501_c638,5
r4190_c984,5
r7303_c212,4
r1212_c379,5
r4363_c421,5
r5999_c156,1
r683_c779,2
r4898_c483,4
r6700_c774,3
r8211_c308,5
r3590_c131,3
r1588_c779,4
r7510_c53,4
r6699_c662,5
r7980_c434,4
r152_c352,4
r9064_c23,4
r9357_c576,2
r3942_c773,3
r2622_c700,3
r4774_c583,5
r3949_c352,3
r824_c452,5
r8008_c496,3
r8153_c440,3
r4698_c333,4
r7857_c139,3
r4928_c427,3
r7278_c655,3
r5698_c60,5
r2147_c911,4
r4574_c4,3
r5845_c950,5
r9646_c602,5
r1468_c306,5
r9102_c655,3
r3759_c626,1
r8821_c235,5
r1939_c148,4
r9607_c631,4
r4179_c672,2
r1811_c707,1
r9850_c225,2
r2507_c76,4
r8143_c973,3
r8248_c315,5
r6014_c632,5
r2527_c350,2
r6379_c89,5
r7762_c691,5
r7252_c246,3
r3819_c289,3
r9447_c224,4
r8632_c314,5
r8931_c306,4
r2958_c491,5
r9411_c719,4
r8567_c794,3
r1396_c186,1
r9373_c891,3
r850_c241,4
r7676_c10,5
r3319_c490,5
r6582_c722,3
r2593_c400,4
r5951_c306,5
r1436_c670,5
r3177_c74,1
r1543_c591,5
r7984_c971,3
r91_c326,5
r2357_c149,4
r7841_c803,5
r5561_c607,3
r424_c125,3
r7841_c594,3
r9738_c90,3
r3177_c421,4
r5603_c991,2
r675_c577,4
r2954_c847,4
r9848_c93,3
r8543_c313,3
r419_c445,5
r7105_c596,5
r8277_c891,1
r8359_c169,5
r408_c986,3
r5162_c518,1
r427_c716,3
r9403_c595,5
r2750_c618,5
r4070_c447,3
r775_c970,4
r5889_c707,4
r5176_c596,5
r359_c657,5
r7014_c3,5
r6867_c933,4
r8485_c872,3
r9375_c351,5
r3240_c615,3
r6229_c624,5
r3893_c8,4
r9909_c311,5
r8656_c984,5
r1564_c189,1
r6139_c501,4
r8163_c577,3
r1340_c299,3
r5434_c369,5
r2303_c323,2
r3827_c816,4
r4704_c775,3
r6006_c822,2
r6951_c40,4
r2331_c492,5
r185_c501,5
r2134_c623,5
r409_c613,4
r1045_c756,4
r4222_c732,2
r6119_c777,2
r1241_c191,5
r1000_c536,3
r133_c665,4
r4026_c518,2
r1519_c808,3
r7603_c689,5
r2929_c638,5
r8900_c643,5
r8482_c471,4
r3680_c556,2
r566_c119,4
r3332_c950,2
r8626_c998,5
r1120_c10,4
r8504_c769,3
r6455_c143,4
r661_c94,4
r7724_c71,4
r5034_c183,4
r8820_c334,4
r5685_c700,5
r5432_c850,5
r3619_c425,4
r2244_c992,3
r8091_c314,4
r1088_c692,3
r7053_c446,3
r8734_c600,4
r8955_c779,5
r6406_c213,2
r3711_c652,4
r2077_c303,4
r7189_c748,3
r5238_c640,5
r416_c596,5
r5599_c233,3
r9796_c343,3
r2933_c382,4
r4566_c302,3
r1957_c777,4
r1628_c647,5
r7440_c193,4
r4325_c618,5
r1746_c737,3
r5824_c263,3
r1868_c415,3
r1089_c426,3
r7429_c543,4
r8953_c562,5
r3248_c853,3
r2171_c331,3
r1106_c366,4
r636_c90,2
r8715_c385,4
r2128_c199,1
r5181_c321,5
r4490_c84,5
r7381_c556,5
r9663_c864,5
r3223_c178,5
r1984_c785,5
r176_c34,3
r9151_c624,5
r6860_c495,3
r5116_c402,4
r714_c534,5
r5456_c881,2
r9203_c102,4
r2654_c611,5
r743_c392,4
r9543_c777,3
r5223_c45,4
r5782_c596,4
r318_c577,4
r412_c786,1
r4716_c806,5
r4946_c551,5
r1755_c337,4
r3148_c658,5
r8328_c594,5
r4850_c311,4
r9855_c417,3
r9273_c239,4
r9832_c619,5
r9824_c700,5
r7507_c476,5
r810_c339,3
r8859_c392,4
r1734_c136,4
r5895_c495,5
r3937_c79,4
r656_c689,4
r2551_c30,4
r6779_c264,4
r3620_c689,5
r2079_c132,2
r2577_c494,5
r9824_c459,4
r719_c461,3
r9193_c752,4
r2431_c874,4
r3488_c251,4
r9832_c103,3
r8725_c876,5
r107_c809,4
r9022_c247,5
r625_c746,5
r7733_c143,3
r2119_c723,3
r7817_c887,2
r4025_c322,3
r4780_c258,4
r3840_c616,5
r2396_c604,5
r7333_c95,5
r21_c685,5
r1340_c266,3
r7776_c134,3
r8277_c350,5
r1069_c935,5
r3696_c596,5
r685_c619,2
r4066_c105,2
r3233_c689,5
r1934_c317,3
r9501_c270,4
r4507_c581,4
r9334_c836,1
r3030_c876,3
r5375_c134,3
r2610_c200,5
r1449_c967,2
r3824_c485,3
r8223_c551,5
r8575_c767,1
r9697_c216,1
r5102_c549,4
r1008_c257,5
r7194_c768,4
r8618_c613,5
r5768_c706,5
r6405_c642,4
r9956_c863,2
r2156_c301,3
r2331_c303,5
r7751_c697,3
r8875_c181,4
r5712_c176,5
r8952_c792,5
r6352_c996,3
r4526_c433,4
r7233_c761,2
r5889_c113,5
r1974_c447,3
r7729_c789,2
r1883_c978,5
r2506_c182,5
r7226_c772,3
r3978_c546,5
r9086_c844,4
r2763_c891,2
r6477_c32,3
r3500_c208,3
r9299_c379,4
r2291_c623,3
r8893_c199,4
r7098_c219,4
r9916_c559,5
r5515_c613,4
r1915_c594,5
r935_c148,5
r5239_c591,3
r410_c387,1
r2863_c426,3
r8147_c691,3
r6393_c886,3
r1807_c403,4
r7916_c486,3
r9169_c775,3
r6490_c534,4
r250_c515,1
r5961_c178,5
r8233_c303,5
r618_c536,3
r2846_c982,3
r8149_c789,1
r8311_c796,5
r5188_c368,5
r2143_c4,2
r1065_c92,2
r2623_c61,5
r6286_c38,3
r4292_c814,4
r6960_c989,3
r6804_c682,3
r3520_c997,1
r369_c602,3
r7602_c100,1
r2784_c741,5
r6302_c131,5
r4857_c283,3
r2667_c498,1
r3326_c193,5
r8459_c673,5
r7571_c473,5
r761_c425,3
r2790_c309,5
r3717_c300,3
r982_c250,4
r2255_c169,5
r6950_c241,5
r9602_c331,3
r2772_c806,3
r893_c89,5
r1466_c258,5
r1594_c678,5
r68_c631,5
r8286_c283,5
r6041_c643,5
r8041_c445,5
r89_c660,5
r2291_c302,5
r7431_c467,4
r594_c612,4
r2509_c45,3
r6523_c976,4
r5381_c203,4
r1713_c551,4
r5680_c728,3
r1571_c16,3
r6486_c978,5
r8372_c4,4
r9996_c502,5
r3400_c689,5
r93_c457,4
r5943_c805,4
r8276_c400,4
r7153_c307,4
r8653_c850,4
r7231_c114,4
r5009_c499,5
r5427_c131,5
r9931_c207,3
r4383_c966,4
r9653_c107,4
r8839_c124,1
r1691_c720,3
r9242_c705,5
r6717_c181,4
r676_c59,3
r263_c60,5
r2253_c501,3
r642_c247,5
r1391_c214,4
r5955_c434,5
r6563_c479,4
r5308_c347,2
r9929_c777,3
r2572_c246,4
r3793_c76,5
r4164_c608,3
r1243_c434,5
r7618_c810,3
r6453_c170,5
r3776_c650,4
r8473_c198,5
r1897_c351,5
r9165_c60,5
r935_c32,5
r4672_c8,2
r2215_c13,3
r2840_c263,2
r8512_c446,5
r3402_c339,4
r3715_c206,4
r6484_c178,5
r5663_c181,4
r6550_c242,4
r2038_c6,5
r332_c389,3
r8159_c77,4
r6861_c4,5
r3055_c783,5
r1946_c718,5
r3472_c342,2
r3285_c786,3
r9847_c623,5
r9446_c640,3
r4699_c317,5
r671_c661,5
r3499_c178,3
r3992_c6,5
r6454_c28,4
r7373_c100,4
r9491_c827,3
r2020_c380,5
r6350_c769,5
r6905_c131,5
r1747_c794,4
r248_c453,3
r3839_c597,5
r2160_c639,3
r7418_c445,5
r7401_c198,1
r7103_c785,3
r3027_c418,3
r9017_c489,5
r8226_c876,5
r80_c471,3
r8362_c127,4
r8130_c960,3
r3008_c138,2
r9311_c8,4
r5983_c598,2
r8734_c392,4
r6561_c458,5
r8278_c403,5
r2587_c318,2
r3156_c602,5
r446_c898,5
r4341_c10,3
r2036_c272,3
r1440_c61,3
r6850_c640,3
r8699_c445,4
r787_c740,4
r5639_c931,3
r3240_c727,4
r3907_c39,2
r6105_c594,5
r9309_c95,4
r1391_c746,5
r4608_c554,3
r9576_c148,5
r4413_c417,3
r5682_c982,4
r655_c37,5
r3257_c611,5
r5918_c182,1
r7976_c486,2
r4257_c451,3
r1261_c474,5
r2472_c606,5
r9785_c534,5
r9743_c841,4
r4416_c652,2
r3040_c475,4
r1319_c573,3
r9870_c440,4
r3570_c619,5
r4384_c122,2
r9062_c611,5
r5841_c7,5
r3794_c722,1
r8421_c570,4
r8495_c488,4
r9132_c933,4
r8018_c833,3
r8136_c673,5
r9323_c658,5
r8099_c594,5
r6062_c738,1
r8373_c298,4
r6015_c155,2
r9365_c688,4
r2874_c66,3
r7325_c80,1
r2860_c652,4
r9683_c551,3
r5471_c680,5
r9228_c124,5
r9862_c823,3
r6954_c600,3
r2728_c331,5
r5704_c434,5
r3870_c392,3
r2411_c236,4
r7948_c471,5
r9184_c617,5
r3956_c616,5
r6900_c659,3
r2396_c385,4
r9872_c176,3
r6955_c364,3
r9036_c863,3
r521_c152,2
r7543_c277,5
r8158_c738,4
r315_c657,4
r6926_c306,4
r679_c318,5
r7345_c101,3
r533_c624,5
r310_c878,2
r458_c718,2
r2227_c106,5
r7318_c28,3
r5200_c197,3
r1208_c98,3
r6462_c695,2
r1711_c573,5
r9982_c571,1
r3765_c887,3
r7850_c285,4
r1599_c495,5
r7946_c619,5
r2209_c683,4
r270_c916,5
r4219_c283,5
r4759_c766,4
r6085_c186,5
r1400_c547,4
r9663_c582,4
r6673_c289,3
r7680_c817,3
r349_c596,4
r6952_c268,4
r2948_c98,4
r9593_c466,3
r2232_c610,4
r7460_c478,5
r5757_c139,5
r697_c536,3
r5222_c8,5
r6974_c663,4
r7290_c650,5
r9579_c351,5
r9322_c501,3
r8600_c407,3
r1697_c302,4
r1104_c771,2
r3357_c982,5
r746_c94,5
r7998_c464,4
r2494_c791,5
r1940_c277,4
r6335_c636,5
r3606_c876,5
r1856_c883,4
r8302_c545,3
r1996_c778,3
r8293_c726,1
r8339_c840,4
r8891_c656,4
r741_c215,5
r6374_c978,5
r5663_c754,5
r3519_c297,5
r3730_c673,3
r9537_c692,1
r4756_c360,3
r3849_c783,3
r9646_c472,4
r9306_c230,5
r8242_c663,5
r6459_c689,4
r5672_c196,3
r3094_c42,2
r7308_c266,5
r7959_c104,2
r9816_c22,4
r8469_c406,4
r8246_c358,4
r6199_c246,4
r8284_c471,5
r4340_c319,3
r7894_c690,5
r8161_c245,5
r6340_c266,2
r3481_c739,4
r2444_c673,4
r4779_c204,3
r3760_c382,4
r602_c61,5
r8450_c791,3
r1197_c184,3
r6035_c584,4
r7061_c576,5
r9132_c76,3
r9108_c258,5
r3749_c534,3
r3850_c546,5
r9705_c608,5
r3141_c250,5
r3488_c458,2
r3723_c433,4
r6980_c454,3
r407_c363,5
r407_c14,5
r3433_c125,4
r9375_c324,4
r4304_c592,4
r9030_c10,5
r6060_c278,3
r8203_c478,3
r6368_c287,3
r1694_c46,5
r7808_c94,3
r6032_c178,5
r239_c349,4
r6110_c608,3
r6377_c312,4
r6174_c61,4
r2208_c674,3
r2905_c540,3
r6228_c847,5
r6732_c351,5
r518_c401,5
r4778_c72,5
r9362_c440,5
r7440_c499,3
r1878_c952,5
r4956_c981,4
r4770_c883,4
r6842_c550,5
r524_c653,2
r7434_c46,5
r7966_c571,4
r9552_c304,4
r6801_c432,4
r5141_c106,1
r1931_c125,1
r3851_c320,4
r6496_c950,2
r5433_c384,2
r6909_c818,3
r9001_c647,4
r4618_c601,4
r4478_c354,4
r878_c737,4
r1933_c672,3
r5319_c645,5
r6985_c694,5
r3252_c96,2
r9114_c605,5
r3299_c148,5
r8107_c22,1
r206_c836,4
r8076_c690,3
r318_c409,4
r2441_c719,5
r6491_c730,3
r5706_c92,5
r4226_c808,5
r7606_c595,5
r1344_c230,4
r9345_c787,3
r4627_c596,5
r2699_c608,5
r8019_c718,2
r4485_c902,5
r8360_c620,5
r7719_c211,2
r9064_c925,5
r2664_c806,5
r6637_c482,5
r2243_c216,5
r6464_c285,5
r7912_c375,3
r8858_c186,5
r211_c684,5
r7616_c668,5
r2983_c771,5
r4253_c667,4
r8130_c616,5
r5710_c668,5
r5283_c739,3
r3039_c619,5
r6689_c879,4
r606_c581,4
r9611_c173,4
r6390_c562,4
r1099_c495,5
r4180_c250,5
r812_c705,5
r1845_c642,5
r874_c109,3
r9897_c249,3
r3857_c207,4
r7077_c160,4
r6670_c271,3
r135_c697,4
r6995_c206,3
r5373_c577,1
r6663_c181,3
r8589_c396,3
r7019_c765,3
r7791_c594,4
r861_c742,5
r3295_c805,1
r4535_c343,5
r4743_c569,3
r8042_c525,4
r5308_c769,5
r8462_c836,4
r7443_c646,3
r3318_c654,5
r5722_c172,3
r8186_c474,5
r8649_c663,5
r4109_c370,5
r86_c170,5
r2798_c486,3
r2586_c236,3
r5864_c303,5
r6208_c116,2
r5159_c257,2
r4386_c428,3
r927_c298,1
r9857_c667,5
r7332_c189,3
r3488_c822,4
r9354_c680,4
r5593_c783,3
r3310_c466,5
r2590_c619,4
r2421_c623,4
r8510_c131,5
r2706_c325,3
r3518_c789,3
r776_c177,5
r9469_c239,1
r528_c661,5
r8369_c921,4
r3378_c495,5
r2536_c925,5
r6141_c591,5
r8738_c455,3
r9087_c364,4
r7289_c295,5
r3160_c486,4
r7854_c616,5
r241_c716,3
r4490_c344,3
r5471_c562,3
r2508_c980,5
r5795_c257,5
r9843_c673,3
r2343_c737,4
r6430_c816,3
r5091_c49,2
r2393_c230,5
r6900_c613,5
r8050_c174,4
r6891_c203,3
r4488_c769,5
r1622_c334,3
r1496_c876,4
r5466_c983,5
r1211_c117,3
r5503_c310,5
r81_c921,5
r1650_c285,4
r367_c215,4
r1859_c445,5
r4891_c810,3
r7509_c718,4
r3151_c849,4
r866_c170,5
r1650_c834,4
r6861_c899,3
r2959_c547,4
r5417_c297,5
r4356_c640,5
r2120_c974,3
r427_c700,5
r5364_c396,3
r9040_c750,3
r4148_c891,3
r3054_c520,2
r6542_c230,3
r9377_c387,5
r7028_c547,4
r5706_c563,3
r283_c764,4
r9724_c76,4
r5312_c823,4
r5099_c425,4
r9392_c781,5
r1526_c213,5
r8080_c751,3
r9391_c417,2
r3499_c772,3
r7386_c203,5
r9918_c890,4
r8651_c144,2
r3663_c475,4
r1438_c604,3
r9930_c440,3
r7460_c134,3
r2231_c131,3
r9247_c349,3
r8842_c642,4
r467_c165,4
r5347_c487,5
r5136_c476,5
r2915_c608,5
r6470_c650,3
r4292_c876,5
r3765_c839,5
r7382_c75,4
r1784_c308,5
r8160_c663,4
r8029_c61,4
r4575_c750,5
r2810_c35,1
r8208_c241,4
r1167_c114,3
r2950_c760,5
r3490_c126,4
r9530_c124,1
r8457_c978,4
r8504_c594,5
r8357_c980,4
r1478_c188,5
r9138_c464,5
r5750_c146,2
r6491_c742,4
r1995_c898,4
r6273_c482,2
r6171_c203,3
r1990_c527,5
r2260_c318,3
r5223_c417,4
r5153_c639,3
r5849_c617,4
r7993_c577,4
r7320_c883,5
r4115_c32,4
r4349_c665,5
r1099_c29,1
r4117_c631,5
r2306_c10,5
r9353_c757,3
r4331_c985,5
r7370_c219,4
r4889_c662,3
r3510_c322,5
r6159_c434,5
r7783_c352,4
r7715_c35,4
r1174_c805,4
r676_c214,5
r8014_c748,4
r2801_c495,5
r4627_c986,5
r7144_c659,5
r2861_c311,5
r5909_c865,2
r4280_c435,2
r3029_c675,3
r7352_c611,5
r2065_c781,3
r4333_c883,2
r9405_c399,5
r5389_c746,2
r1524_c434,3
r9994_c597,4
r2025_c706,4
r5855_c46,5
r7582_c963,2
r9688_c497,4
r8995_c486,2
r564_c204,2
r5011_c921,4
r8459_c616,5
r8499_c161,4
r2903_c775,3
r9143_c605,3
r165_c905,3
r5235_c247,3
r6761_c275,4
r5835_c892,3
r7588_c230,5
r8272_c560,3
r763_c158,3
r6427_c931,4
r1281_c415,4
r8498_c706,5
r7914_c60,5
r2325_c452,5
r6195_c718,5
r8528_c148,5
r4630_c6,5
r5647_c585,4
r386_c403,5
r6595_c134,2
r4833_c600,4
r7630_c745,3
r121_c534,5
r1924_c527,2
r1912_c700,5
r6116_c660,5
r7070_c221,2
r4210_c815,4
r3319_c963,1
r9338_c89,3
r7649_c619,5
r5463_c230,3
r4290_c18,3
r1504_c732,3
r3175_c584,4
r9801_c538,3
r9827_c613,5
r6009_c369,5
r278_c969,4
r9319_c745,5
r5588_c777,5
r8573_c693,5
r9150_c102,4
r1248_c399,5
r6817_c425,4
r6937_c663,3
r3633_c161,5
r2481_c667,5
r8958_c857,3
r9437_c151,3
r1184_c833,5
r8435_c191,3
r9158_c891,2
r7971_c664,4
r6991_c162,3
r2696_c626,5
r8192_c673,3
r4600_c882,5
r615_c677,4
r1555_c426,4
r1570_c230,5
r8016_c493,5
r4978_c604,5
r6023_c508,4
r1830_c29,5
r391_c44,4
r5354_c163,4
r3514_c867,5
r5064_c799,5
r9041_c810,5
r6462_c9,1
r2340_c485,2
r587_c685,3
r9751_c905,3
r6750_c792,5
r3415_c380,2
r7483_c433,5
r9258_c621,4
r656_c604,5
r132_c643,4
r9577_c379,5
r4279_c726,3
r7328_c324,5
r6652_c61,4
r5245_c650,3
r7850_c274,4
r644_c44,3
r6330_c680,5
r774_c170,5
r9519_c509,4
r579_c444,5
r2965_c661,5
r6357_c178,4
r4281_c624,5
